Evénement;Date/Heure de l'événement;Pari;Paris/Pronostics;Cotes Première;Cotes Dernière;Chiffre d'affaires;Stakes (FreeBet) Toutes Formules;Stakes (FreeBet) Simple uniquement;Mises en pourcentage Toutes Formules;Mises en pourcentage Simple uniquement;Prise de jeu;Liability Montant;Liability RU Montant;Exposure Montant;Exposure RU Montant;Payout;Alerte;Enjeux à Cotes Fixes Simples;Enjeux à Cotes Fixes R / O Last Leg;Mise en cours Cote;CA en %;CA Simple %;Liability Simple;Stakes Multiples;Expected Stake Distribution %;Stake Deviation %;Prises de jeu annulées;Mises annulées (Paris gratuits)
Kohlschreiber vs R.Federer - Dubai H;25 févr. 2019 16:00:00;Score Exact - Ouvert - 2ème Set;05-juil;10,3;10,3;2;2 (0);2 (0);17,65 %;17,65 %;2;-7;-7;14;;15;;2 [2];;;18 %;100 %;-7;;6 %;181 %;;
Kohlschreiber vs R.Federer - Dubai H;25 févr. 2019 16:00:00;Score Exact - Ouvert - 2ème Set;06-juil;4,85;4,7;;;;;;;9;9;;;;;;;;;;9;;14 %;-100 %;;
Kohlschreiber vs R.Federer - Dubai H;25 févr. 2019 16:00:00;Plus / Moins (Aces) - Ouvert - Match;Plus 11,5;1,7;1,7;5;63 (0);;38,30 %;;2;;;;;;;;;;26 %;;;63;50 %;-100 %;;
Kohlschreiber vs R.Federer - Dubai H;25 févr. 2019 16:00:00;Plus / Moins (Aces) - Ouvert - Match;Moins 11,5;1,7;1,7;14;102 (0);;61,70 %;;2;;;;;;;;;;74 %;;;102;50 %;-100 %;;
Kohlschreiber vs R.Federer - Dubai H;25 févr. 2019 16:00:00;Plus / Moins (Aces) - R.Federer - Ouvert - Match;Plus 7,5;1,7;1,7;438;784 (8);100 (0);100,00 %;100,00 %;5;-70;-315;315;595;170;;100 [1];;350 [1];100 %;23 %;-70;684;50 %;100 %;;
Kohlschreiber vs R.Federer - Dubai H;25 févr. 2019 16:00:00;Plus / Moins (Aces) - R.Federer - Ouvert - Match;Moins 7,5;1,7;1,7;;;;;;;450;450;;;;;;;;;;100;;50 %;-100 %;;
Kohlschreiber vs R.Federer - Dubai H;25 févr. 2019 16:00:00;Plus / Moins (Aces) - Kohlschreiber - Ouvert - Match;Plus 3,5;1,5;1,5;;;;;;;;;;;;;;;;;;;;57 %;-100 %;;
Kohlschreiber vs R.Federer - Dubai H;25 févr. 2019 16:00:00;Plus / Moins (Aces) - Kohlschreiber - Ouvert - Match;Moins 3,5;1,95;1,95;;;;;;;;;;;;;;;;;;;;43 %;-100 %;;
Kohlschreiber vs R.Federer - Dubai H;25 févr. 2019 16:00:00;Plus / Moins (Jeu) - R.Federer - Ouvert - Match;Plus 12,5;1,55;1,5;;;;;;;;;;;;;;;;;;;;55 %;-100 %;;
Kohlschreiber vs R.Federer - Dubai H;25 févr. 2019 16:00:00;Plus / Moins (Jeu) - R.Federer - Ouvert - Match;Moins 12,5;1,8;1,85;;;;;;;;;;;;;;;;;;;;45 %;-100 %;;
Kohlschreiber vs R.Federer - Dubai H;25 févr. 2019 16:00:00;Plus / Moins (Jeu) - Kohlschreiber - Ouvert - Match;Plus 8,5;1,65;1,6;;;;;;;25;25;;;;;;;;;;25;;52 %;-100 %;;
Kohlschreiber vs R.Federer - Dubai H;25 févr. 2019 16:00:00;Plus / Moins (Jeu) - Kohlschreiber - Ouvert - Match;Moins 8,5;1,65;1,75;25;25 (0);25 (0);100,00 %;100,00 %;1;-19;-19;19;;44;;25 [1];;;100 %;100 %;-19;;48 %;109 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;1 N 2 - Ouvert - 90 Mins;Olympiakos;1,09;1,09;2211;10611 (1);242 (0);99,49 %;90,20 %;1536;-39;-2 657;2 702;10 010;427;!;242 [35];139 [2];9 013 [1 119];98 %;11 %;-2;10369;80 %;13 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;1 N 2 - Ouvert - 90 Mins;N;6,5;5,75;7;13 (0);4 (0);0,12 %;1,30 %;12;"7 756""""";7 737;35;22;20;;4 [4];;4 [4];0 %;51 %;249;10;15 %;-91 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;1 N 2 - Ouvert - 90 Mins;Ofi Crète;13,3;16;30;42 (0);23 (0);0,39 %;8,49 %;28;"7 422""""";7 220;522;216;343;;23 [13];;15 [14];1 %;75 %;-74;19;5 %;57 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;1 N 2 - Ouvert - Mi-temps;Olympiakos;1,38;1,38;31;141 (5);;100,00 %;;22;;-58;58;185;;;;;127 [21];100 %;;;141;59 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;1 N 2 - Ouvert - Mi-temps;N;2,6;2,5;;;;;;;127;127;;;;;;;;;;;;33 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;1 N 2 - Ouvert - Mi-temps;Ofi Crète;10;10,5;;;;;;;127;127;;;;;;;;;;;;8 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;1 N 2 - Ouvert - 2ème Mi-temps;Olympiakos;1,22;1,21;;;;;;;;;;;;;;;;;;;;67 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;1 N 2 - Ouvert - 2ème Mi-temps;N;3,3;3,25;;;;;;;;;;;;;;;;;;;;25 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;1 N 2 - Ouvert - 2ème Mi-temps;Ofi Crète;9,75;10,5;;;;;;;;;;;;;;;;;;;;8 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;1 N 2 Handicap - Suspendu - 90 Mins;Olympiakos [-1];1,4;1,35;;;;;;;;;;;;;;;;;;;;59 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;1 N 2 Handicap - Suspendu - 90 Mins;N [+1];3,8;3,55;;;;;;;;;;;;;;;;;;;;22 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;1 N 2 Handicap - Suspendu - 90 Mins;Ofi Crète [+1];4,5;4,3;;;;;;;;;;;;;;;;;;;;19 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;1 N 2 Handicap - Suspendu - 90 Mins;Olympiakos [+1];1,01;1,01;;;;;;;;;;;;;;;;;;;;82 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;1 N 2 Handicap - Suspendu - 90 Mins;N [-1];8;6,5;;;;;;;;;;;;;;;;;;;;13 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;1 N 2 Handicap - Suspendu - 90 Mins;Ofi Crète [-1];13,5;16,5;;;;;;;;;;;;;;;;;;;;5 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Ecart entre les équipes - Ouvert - 90 Mins;Olympiakos gagne par au moins 2 buts d'écart;1,4;1,35;353;949 (0);18 (0);100,00 %;100,00 %;87;-7;-370;370;1 239;25;;18 [3];;898 [75];100 %;5 %;-7;931;59 %;69 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Ecart entre les équipes - Ouvert - 90 Mins;Olympiakos gagne par exactement 1 but d'écart;3,8;3,55;;;;;;;894;894;;;;;;;;;;18;;22 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Ecart entre les équipes - Ouvert - 90 Mins;Match nul ou Ofi Crète gagne;4,5;4,3;;;;;;;894;894;;;;;;;;;;18;;19 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Ecart entre les équipes - Ouvert - 90 Mins;Match nul ou Olympiakos gagne;1,01;1,01;;;;;;;;;;;;;;;;;;;;82 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Ecart entre les équipes - Ouvert - 90 Mins;Ofi Crète gagne par exactement 1 but d'écart;8;6,5;;;;;;;;;;;;;;;;;;;;13 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Ecart entre les équipes - Ouvert - 90 Mins;Ofi Crète gagne par au moins 2 buts d'écart;13,5;16,5;;;;;;;;;;;;;;;;;;;;5 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Ecart entre les équipes - Ouvert - Mi-temps;Olympiakos gagne par au moins 2 buts d'écart;2,7;2,65;3;6 (0);;100,00 %;;2;;-10;10;16;;;;;6 [2];100 %;;;6;31 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Ecart entre les équipes - Ouvert - Mi-temps;Olympiakos gagne par exactement 1 but d'écart;2,5;2,5;;;;;;;6;6;;;;;;;;;;;;33 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Ecart entre les équipes - Ouvert - Mi-temps;Match nul ou Ofi Crète gagne;2,3;2,35;;;;;;;6;6;;;;;;;;;;;;35 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Face à Face - Remboursé si nul - Ouvert - 90 Mins;Olympiakos;1,01;1,01;14;81 (0);;100,00 %;;5;;0;0;21;;;;;21 [3];100 %;;;81;87 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Face à Face - Remboursé si nul - Ouvert - 90 Mins;Ofi Crète;6,5;6,5;;;;;;;21;21;;;;;;;;;;;;13 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Face à Face - Remboursé si nul - Ouvert - Mi-temps;Olympiakos;1,03;1,03;;;;;;;;;;;;;;;;;;;;81 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Face à Face - Remboursé si nul - Ouvert - Mi-temps;Ofi Crète;4,3;4,45;;;;;;;;;;;;;;;;;;;;19 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Double Chance - Ouvert - 90 Mins;Olympiakos / N;1,01;1,01;5;53 (0);;91,96 %;;6;2;2;0;21;;;;;21 [2];78 %;;1;53;45 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Double Chance - Ouvert - 90 Mins;N / Ofi Crète;4,5;4,3;1;5 (0);1 (0);8,04 %;100,00 %;3;18;15;6;4;4;;1 [1];;1 [1];22 %;69 %;-3;4;11 %;839 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Double Chance - Ouvert - 90 Mins;Olympiakos / Ofi Crète;1,04;1,04;;;;;;;23;23;;;;;;;;;;1;;44 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Double Chance - Ouvert - Mi-temps;Olympiakos / N;1,01;1,01;;;;;;;2;2;;;;;;;;;;1;;44 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Double Chance - Ouvert - Mi-temps;N / Ofi Crète;2,1;2,1;;;;;;;2;2;;;;;;;;;;1;;21 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Double Chance - Ouvert - Mi-temps;Olympiakos / Ofi Crète;1,25;1,25;1;2 (0);;100,00 %;100,00 %;1;0;-1;1;2;1;;1 [1];;2 [3];100 %;43 %;0;2;35 %;183 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Double Chance - Ouvert - 2ème Mi-temps;Olympiakos / N;1,01;1,01;;;;;;;;;;;;;;;;;;;;44 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Double Chance - Ouvert - 2ème Mi-temps;N / Ofi Crète;2,55;2,6;;;;;;;;;;;;;;;;;;;;17 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Double Chance - Ouvert - 2ème Mi-temps;Olympiakos / Ofi Crète;1,13;1,13;;;;;;;;;;;;;;;;;;;;39 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Double Chance 1/N - 2 - Ouvert - 90 Mins;Olympiakos / N;1,01;1,01;;;;;;;;;;;;;;;;;;;;94 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Double Chance 1/N - 2 - Ouvert - 90 Mins;Ofi Crète;13,3;16;;;;;;;;;;;;;;;;;;;;6 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Double Chance 1/2 - N - Ouvert - 90 Mins;Olympiakos / Ofi Crète;1,04;1,04;;;;;;;;;;;;;;;;;;;;85 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Double Chance 1/2 - N - Ouvert - 90 Mins;N;6,5;5,75;;;;;;;;;;;;;;;;;;;;15 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Double Chance N/2 - 1 - Ouvert - 90 Mins;N / Ofi Crète;4,5;4,3;;;;;;;;;;;;;;;;;;;;20 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Double Chance N/2 - 1 - Ouvert - 90 Mins;Olympiakos;1,09;1,09;;;;;;;;;;;;;;;;;;;;80 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Plus / Moins (but) - Ouvert - 90 Mins;Plus 1,5;1,08;1,11;80;262 (0);;100,00 %;;7;;-25;25;235;;;;;210 [4];100 %;;;262;75 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Plus / Moins (but) - Ouvert - 90 Mins;Moins 1,5;3,6;3,35;;;;;;;210;210;;;;;;;;;;;;25 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Plus / Moins (but) - Ouvert - 90 Mins;Plus 2,5;1,35;1,4;39;129 (0);20 (0);100,00 %;100,00 %;20;-9;-48;48;132;29;;20 [1];;93 [17];100 %;53 %;-9;109;59 %;68 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Plus / Moins (but) - Ouvert - 90 Mins;Moins 2,5;2,15;2,05;;;;;;;114;114;;;;;;;;;;20;;41 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Plus / Moins (but) - Ouvert - 90 Mins;Plus 3,5;1,85;1,95;5;7 (0);5 (0);62,69 %;100,00 %;4;-1;-3;7;4;9;;5 [2];;2 [2];84 %;90 %;-5;2;43 %;134 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Plus / Moins (but) - Ouvert - 90 Mins;Moins 3,5;1,5;1,45;1;4 (0);;37,31 %;;1;7;5;2;6;;;;;4 [1];16 %;;5;4;57 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Plus / Moins (but) - Ouvert - 90 Mins;Plus 4,5;2,8;2,95;;;;;;;1;1;;;;;;;;;;;;28 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Plus / Moins (but) - Ouvert - 90 Mins;Moins 4,5;1,18;1,16;;;;100,00 %;;1;;0;0;1;;;;;1 [1];100 %;;;1;72 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Plus / Moins (but) - Ouvert - Mi-temps;Plus 0,5;1,17;1,21;1;3 (0);;100,00 %;100,00 %;2;0;-1;1;3;1;;1 [1];;3 [1];100 %;35 %;0;3;69 %;46 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Plus / Moins (but) - Ouvert - Mi-temps;Moins 0,5;2,85;2,65;;;;;;;3;3;;;;;;;;;;1;;31 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Plus / Moins (but) - Ouvert - Mi-temps;Plus 1,5;1,92;2;4;9 (0);1 (0);100,00 %;100,00 %;3;-1;-6;6;10;2;;1 [1];;5 [1];100 %;25 %;-1;8;42 %;141 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Plus / Moins (but) - Ouvert - Mi-temps;Moins 1,5;1,45;1,42;;;;;;;6;6;;;;;;;;;;1;;58 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Plus / Moins (but) - Ouvert - Mi-temps;Plus 2,5;3,55;3,7;;;;;;;;;;;;;;;;;;;;22 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Plus / Moins (but) - Ouvert - Mi-temps;Moins 2,5;1,08;1,07;;;;;;;;;;;;;;;;;;;;78 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Plus / Moins (but) - Ouvert - Mi-temps;Plus 3,5;5,75;5,75;;;;;;;;;;;;;;;;;;;;15 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Plus / Moins (but) - Ouvert - Mi-temps;Moins 3,5;1,01;1,01;;;;;;;;;;;;;;;;;;;;85 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Plus / Moins (but) - Ouvert - 2ème Mi-temps;Plus 0,5;1,06;1,08;;;;;;;;;;;;;;;;;;;;77 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Plus / Moins (but) - Ouvert - 2ème Mi-temps;Moins 0,5;3,75;3,55;;;;;;;;;;;;;;;;;;;;23 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Plus / Moins (but) - Ouvert - 2ème Mi-temps;Plus 1,5;1,52;1,6;;;;;;;;;;;;;;;;;;;;52 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Plus / Moins (but) - Ouvert - 2ème Mi-temps;Moins 1,5;1,82;1,75;;;;;;;;;;;;;;;;;;;;48 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Plus / Moins (but) - Ouvert - 2ème Mi-temps;Plus 2,5;2,6;2,7;;;;;;;;;;;;;;;;;;;;31 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Plus / Moins (but) - Ouvert - 2ème Mi-temps;Moins 2,5;1,22;1,2;;;;;;;;;;;;;;;;;;;;69 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Plus / Moins (but) - Ouvert - 2ème Mi-temps;Plus 3,5;4,2;4,5;;;;;;;;;;;;;;;;;;;;18 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Plus / Moins (but) - Ouvert - 2ème Mi-temps;Moins 3,5;1,03;1,02;;;;;;;;;;;;;;;;;;;;82 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Mi-temps / Fin de match - Ouvert - 90 Mins;Olympiakos - Olympiakos;1,4;1,4;54;221 (0);;97,79 %;9,09 %;11;5;-36;41;123;1;;1 [1];;83 [13];92 %;1 %;5;221;52 %;-83 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Mi-temps / Fin de match - Ouvert - 90 Mins;Olympiakos - N;21;21;3;3 (0);3 (0);1,33 %;54,55 %;1;25;25;60;;63;;3 [1];;;5 %;100 %;-57;;3 %;1468 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Mi-temps / Fin de match - Ouvert - 90 Mins;Olympiakos - Ofi Crète;30;30;;;;;;;88;88;;;;;;;;;;6;;2 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Mi-temps / Fin de match - Ouvert - 90 Mins;N - Olympiakos;3,85;3,6;;;;;;;88;88;;;;;;;;;;6;;20 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Mi-temps / Fin de match - Ouvert - 90 Mins;N - N;9,5;8,5;;;;;;;88;88;;;;;;;;;;6;;9 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Mi-temps / Fin de match - Ouvert - 90 Mins;N - Ofi Crète;22;26;2;2 (0);2 (0);0,88 %;36,36 %;1;36;36;50;;52;;2 [1];;;3 %;100 %;-46;;3 %;1194 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Mi-temps / Fin de match - Ouvert - 90 Mins;Ofi Crète - Olympiakos;19;19;;;;;;;88;88;;;;;;;;;;6;;4 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Mi-temps / Fin de match - Ouvert - 90 Mins;Ofi Crète - N;22;22;;;;;;;88;88;;;;;;;;;;6;;3 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Mi-temps / Fin de match - Ouvert - 90 Mins;Ofi Crète - Ofi Crète;20;24;;;;;;;88;88;;;;;;;;;;6;;3 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Les 2 équipes marqueront-elles? - Ouvert - 90 Mins;Oui;2,2;2,3;14;28 (0);1 (0);60,77 %;40,71 %;8;5;-3;10;15;3;;1 [2];;7 [4];70 %;9 %;0;26;36 %;13 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Les 2 équipes marqueront-elles? - Ouvert - 90 Mins;Non;1,35;1,3;6;18 (0);2 (0);39,23 %;59,29 %;4;7;5;2;7;2;;2 [1];;5 [1];30 %;32 %;1;16;64 %;-7 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Les 2 équipes marqueront-elles? - Ouvert - Mi-temps;Oui;3,75;3,95;;;;;;;;;;;;;;;;;;;;21 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Les 2 équipes marqueront-elles? - Ouvert - Mi-temps;Non;1,07;1,06;;;;;;;;;;;;;;;;;;;;79 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Les 2 équipes marqueront-elles? - Ouvert - 2ème Mi-temps;Oui;3,35;3,5;;;;;;;;;;;;;;;;;;;;24 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Les 2 équipes marqueront-elles? - Ouvert - 2ème Mi-temps;Non;1,1;1,09;;;;;;;;;;;;;;;;;;;;76 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Score Exact - Ouvert - 90 Mins;1 - 0;5,75;5,5;;;;;;;10;10;;;;;;;;;;;;10 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Score Exact - Ouvert - 90 Mins;2 - 0;4,4;4,3;;;;;;;10;10;;;;;;;;;;;;13 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Score Exact - Ouvert - 90 Mins;02-janv;8,75;8,25;;;;;;;10;10;;;;;;;;;;;;7 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Score Exact - Ouvert - 90 Mins;3 - 0;3,95;4,1;;;;;;;10;10;;;;;;;;;;;;14 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Score Exact - Ouvert - 90 Mins;03-janv;7,75;7,75;;;;;;;10;10;;;;;;;;;;;;7 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Score Exact - Ouvert - 90 Mins;03-fŽvr;24;24;;;;;;;10;10;;;;;;;;;;;;2 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Score Exact - Ouvert - 90 Mins;4 - 0;7,5;8,25;1;4 (0);;39,45 %;;1;6;-23;29;33;;;;;4 [1];19 %;;;4;7 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Score Exact - Ouvert - 90 Mins;04-janv;11;11,5;;;;;;;10;10;;;;;;;;;;;;5 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Score Exact - Ouvert - 90 Mins;04-fŽvr;33;34;;;;;;;10;10;;;;;;;;;;;;2 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Score Exact - Ouvert - 90 Mins;04-mars;149;147;;;;;;;10;10;;;;;;;;;;;;0 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Score Exact - Ouvert - 90 Mins;0 - 0;15,5;13,5;;;;;;;10;10;;;;;;;;;;;;4 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Score Exact - Ouvert - 90 Mins;01-janv;12;10,5;;;;;;;10;10;;;;;;;;;;;;5 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Score Exact - Ouvert - 90 Mins;02-fŽvr;29;27;;;;;;;10;10;;;;;;;;;;;;2 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Score Exact - Ouvert - 90 Mins;03-mars;100;100;;;;;;;10;10;;;;;;;;;;;;1 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Score Exact - Ouvert - 90 Mins;04-avr;150;150;;;;;;;10;10;;;;;;;;;;;;0 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Score Exact - Ouvert - 90 Mins;0 - 1;29;25;;;;;;;10;10;;;;;;;;;;;;2 %;-100 %;;
Olympiakos vs Ofi Crète - Ch.D1 Grèce;25 févr. 2019 16:15:00;Score Exact - Ouvert - 90 Mins;0 - 2;58;50;;;;;;;10;10;;;;;;;;;;;;1 %;-100 %;;
